hhld_num,pers_num,trip_num,trip_purp,start_time,mode_prime,purp_orig,purp_dest,trip_km,trip_man_km,car_pool,region_orig,waterzn_orig,region_dest,waterzn_dest,expf
748360,2,1,1,530,D,H,W,24,28,1,12,120035,14,0,25.54
912807,1,1,1,655,D,H,W,44,53,1,12,121799,98,0,10.65
200410,1,1,1,1600,D,H,W,13,18,1,12,120114,12,120032,14.22
200410,1,2,4,1630,D,W,O,2,2,1,12,120032,12,120049,14.22
200410,1,3,3,1645,D,O,H,11,15,1,12,120049,12,120114,14.22
200410,2,1,1,730,D,H,W,5,7,1,12,120114,12,120130,14.22
940020,1,1,3,1000,D,H,M,11,13,1,12,122122,13,0,5.82
958445,2,1,1,910,D,H,W,25,31,1,12,121691,13,0,12.78
799580,1,1,3,1130,D,H,O,13,17,1,12,121563,14,0,24.03
667293,4,2,4,1000,D,W,R,2,2,1,13,0,13,0,16.89
754070,2,3,1,1405,D,H,W,24,34,1,12,121580,13,0,12.24
803809,2,1,1,600,D,H,W,24,31,1,12,121489,13,0,36.42
963742,2,1,1,650,D,H,W,24,33,1,12,120300,23,0,22.52
799980,1,3,4,810,D,O,W,17,18,1,12,120403,13,0,70.24
800172,1,1,3,1230,P,H,O,10,12,0,12,121196,13,0,37.96
883357,1,1,1,1300,D,H,W,13,18,1,12,121238,13,0,34.24
804722,1,1,1,715,D,H,W,34,43,1,12,121170,14,0,24.37
322802,1,3,3,1900,D,H,O,5,6,2,12,120249,14,0,20.16
854289,2,4,3,1730,P,H,O,12,12,0,12,121427,12,120295,23.07
223091,1,2,4,1200,D,O,M,11,15,2,12,120040,12,122117,14.67
869845,1,1,1,720,D,H,W,22,29,1,12,120300,13,0,30.23
873687,1,3,3,1900,D,H,O,27,37,3,12,121412,98,0,14.79
668053,1,2,4,925,D,W,R,30,39,1,12,121361,12,120715,10.55
874136,3,1,1,540,D,H,W,31,39,1,12,120082,23,0,81.24
200601,1,4,3,1500,D,O,H,19,25,1,12,122039,12,122127,47.53
200601,3,1,1,900,D,H,W,4,5,1,12,122127,12,122140,47.53
200601,3,2,1,1700,D,W,H,4,5,1,12,122140,12,122127,47.53
329780,2,1,1,805,D,H,W,11,15,1,12,120394,13,0,40.87
668172,4,4,1,2050,D,W,H,7,7,1,12,121049,12,121427,38.13
331097,2,2,4,715,D,D,W,19,23,1,12,122138,13,0,4.98
771263,1,1,3,835,D,H,F,1,1,3,12,120323,12,120007,11.62
838750,1,4,3,1300,D,H,M,7,9,2,12,121165,12,121315,13.05
838750,1,5,3,1500,D,M,H,7,9,2,12,121315,12,121165,13.05
771263,1,2,4,845,D,F,F,7,8,2,12,120007,12,121706,11.62
104091,2,3,3,1730,D,H,M,23,32,2,12,121466,13,0,11.14
771263,1,3,4,905,D,F,W,0,0,1,12,121706,12,121125,11.62
200718,2,3,3,1300,D,H,O,11,15,1,12,121979,12,120040,65.86
771263,1,4,4,1725,D,W,F,0,0,1,12,121125,12,121706,11.62
771263,2,2,4,845,P,F,W,7,8,0,12,120007,12,121706,11.62
771263,2,4,3,1800,P,F,H,1,1,0,12,120007,12,120323,11.62
189525,2,2,4,1600,D,W,R,143,193,99,13,0,98,0,28.24
931925,2,2,4,730,D,F,W,21,26,1,12,121487,13,0,27.76
5507009,2,3,3,1800,D,H,R,9,12,1,12,120676,98,0,19.59
200718,2,6,2,2100,D,S,H,2,2,1,12,120082,12,121979,65.86
355926,1,1,4,800,P,O,O,2,3,0,11,0,98,0,11.99
355926,2,1,4,800,D,O,O,2,3,2,11,0,98,0,11.99
304536,2,2,4,1400,D,W,R,570,768,2,12,120122,98,0,20.68
304949,2,3,3,1110,D,M,H,5,5,1,12,120843,12,120349,5.09
290750,3,2,2,2115,D,S,H,30,41,1,12,121090,12,121741,7.93
745897,1,4,4,1100,D,M,O,5,7,2,12,121499,12,120906,16.51
745897,1,5,3,1230,D,O,H,9,13,2,12,120906,12,120157,16.51
903079,1,1,1,900,D,H,W,475,616,1,12,121981,98,0,22.16
954040,2,2,3,1600,P,O,H,3,4,0,12,122058,12,120904,17.83
290770,1,2,3,1530,B,M,H,8,11,0,12,120069,12,121107,12.88
839220,1,1,3,630,D,O,H,13,14,1,12,121203,12,121973,12.41
992776,3,1,1,515,D,H,W,20,27,1,12,121247,13,0,26.09
200874,1,1,1,645,D,H,W,9,10,1,12,120206,12,121848,27.02
839269,1,1,2,800,W,H,S,0,1,0,12,121880,12,121090,14.98
200924,2,2,3,1430,D,O,H,8,12,1,12,120666,12,120220,18.29
4414660,2,1,1,610,P,H,W,22,25,0,12,121486,13,0,41.39
771517,1,1,3,945,D,H,M,2,3,1,12,121634,12,121157,16.88
771517,1,2,4,1100,D,M,M,17,20,1,12,121157,12,121434,16.88
771517,1,3,4,1300,D,M,M,10,13,1,12,121434,12,120723,16.88
839280,2,1,1,715,D,H,W,14,19,1,12,122141,13,0,15.7
4414660,2,3,3,2200,P,H,O,6,8,0,12,121486,12,120335,41.39
4414991,4,1,3,1000,D,H,F,5,8,5,12,121511,12,122135,14.12
200995,2,1,1,900,D,H,W,7,7,1,12,120297,12,120924,29.39
201077,2,1,1,900,D,H,W,6,7,1,12,121399,12,121158,25.23
201077,2,2,1,1730,D,W,H,6,7,1,12,121158,12,121399,25.23
201077,3,1,2,800,C,H,S,2,2,0,12,121399,12,120019,25.23
201077,3,2,2,1520,C,S,H,2,2,0,12,120019,12,121399,25.23
758711,1,1,1,750,D,H,W,21,30,1,12,122068,13,0,42.87
201078,1,4,4,1400,D,O,F,3,4,1,12,121714,12,121526,16.81
201078,1,5,3,1430,D,F,H,10,14,2,12,121526,12,120220,16.81
960263,1,2,4,930,D,W,R,126,163,1,98,0,98,0,18.84
653416,2,2,4,1300,D,O,M,0,0,2,98,0,98,0,8.48
201078,5,1,2,800,P,H,S,10,14,0,12,120220,12,121526,16.81
201078,5,2,2,1430,P,S,H,10,14,0,12,121526,12,120220,16.81
771517,1,4,3,1330,D,M,H,9,9,1,12,120723,12,121634,16.88
4480215,5,2,1,1630,D,W,H,8,11,1,12,122131,12,122142,40.77
304540,2,2,4,1125,D,O,M,97,100,1,12,120943,98,0,15.46
307334,1,6,3,1730,D,H,O,75,106,1,12,121409,98,0,8.53
309470,1,1,3,1130,D,H,O,19,25,1,12,121289,98,0,14.75
311068,2,1,1,700,D,H,W,40,54,1,12,120359,98,0,24.42
5503119,1,5,3,1830,P,H,O,25,35,0,12,121756,14,0,15.81
5503119,2,3,3,1830,D,H,O,25,35,2,12,121756,14,0,15.81
331109,1,9,4,1915,D,F,O,0,0,2,98,0,98,0,13.95
343916,2,1,1,645,D,H,W,90,124,4,12,122143,98,0,17.52
349344,1,1,3,1030,D,H,O,42,57,2,12,120981,98,0,29.31
761268,1,1,3,900,P,H,M,12,16,0,12,121798,12,120843,14.23
761268,1,3,3,1100,P,H,M,10,14,0,12,121798,12,121314,14.23
427153,1,4,4,1615,D,W,O,44,57,1,12,121317,98,0,21.46
364750,2,1,1,400,D,H,W,51,56,1,12,121733,98,0,21.05
778696,2,4,3,1130,P,M,H,5,5,0,12,120331,12,121486,10.95
5506760,1,4,3,1545,O,F,H,2,3,0,12,120222,12,120677,29.68
5506760,6,1,3,1500,O,O,H,4,4,0,12,120685,12,120677,29.68
761738,1,4,3,2200,D,O,H,7,10,2,12,122053,12,121424,46
375700,2,1,3,730,P,H,O,89,109,0,12,121534,98,0,16.5
397803,1,4,4,1330,P,M,M,39,48,0,12,120992,98,0,22.87
397803,2,2,4,1330,D,M,M,39,48,2,12,120992,98,0,22.87
403989,1,1,1,1005,D,H,W,86,120,1,12,120114,98,0,17.32
498382,1,1,3,1510,P,H,O,282,355,0,12,121066,98,0,50.99
786866,1,2,4,1700,D,W,R,80,114,1,12,121874,98,0,38.82
973103,3,1,3,915,P,H,O,318,388,0,12,122042,98,0,18.05
432518,1,1,1,700,D,H,W,65,73,1,12,121371,98,0,37.56
762727,2,2,1,1100,D,W,H,0,1,1,12,121588,12,121144,15.3
439778,1,1,1,815,D,H,W,39,44,1,12,122070,98,0,4.09
441743,2,1,1,900,D,H,W,40,53,1,12,120669,98,0,12.97
229288,1,4,3,1815,B,M,H,1,1,0,12,121451,12,121263,17.98
229288,2,1,3,955,B,H,M,6,8,0,12,121263,12,121230,17.98
763189,1,1,1,830,D,H,W,12,13,1,12,122128,13,0,28.88
224730,1,1,1,600,D,H,W,43,55,1,12,122037,98,0,52.04
451620,2,1,1,630,D,H,W,38,54,1,12,121572,98,0,47.01
308861,2,3,4,1045,P,O,O,3,3,0,12,121644,12,121657,6.15
308861,2,4,4,1130,P,O,M,2,2,0,12,121657,12,120396,6.15
201218,1,1,1,745,M,H,W,28,34,0,12,121147,13,0,32.43
201213,4,3,3,2000,P,H,O,1,1,0,12,120371,12,120041,26.32
201213,4,4,3,2015,P,O,H,1,1,0,12,120041,12,120371,26.32
308864,1,5,4,1940,D,F,O,5,6,2,12,121036,12,121255,19.16
318663,1,7,4,1800,D,O,O,10,14,1,12,120002,12,121634,18.23
318663,1,8,3,1900,D,O,H,1,2,2,12,121634,12,121629,18.23
318663,2,1,1,720,D,H,W,13,16,1,12,121629,12,121882,18.23
459945,3,1,1,630,P,H,W,35,42,0,12,121596,98,0,18.74
464248,3,1,3,1730,P,H,O,236,319,0,12,122035,98,0,28.38
468305,2,1,3,900,D,H,O,279,313,3,12,121209,98,0,55.37
476263,2,1,1,700,D,H,W,51,72,1,12,121426,98,0,16.28
201342,3,1,2,830,P,H,S,3,4,0,12,121572,12,122085,32.15
221782,1,1,1,715,D,H,W,11,14,1,12,120372,12,120415,13.63
102583,3,1,1,530,D,H,W,18,24,1,12,121611,13,0,3.13
221782,1,4,3,2020,D,M,H,3,3,1,12,121227,12,120372,13.63
221782,2,1,3,810,W,H,F,0,0,0,12,120372,12,120372,13.63
221782,2,2,3,815,W,F,H,0,0,0,12,120372,12,120372,13.63
526208,1,1,1,500,D,H,W,114,146,2,12,121783,98,0,29.01
529928,2,1,1,730,D,H,W,27,37,1,12,121407,98,0,24.55
113727,1,9,3,1825,D,H,R,9,12,1,12,121797,12,122123,40
113727,2,2,3,800,D,F,H,2,2,1,12,120064,12,121797,40
538781,1,1,1,935,D,H,W,48,68,1,12,122123,98,0,25.31
113727,4,1,2,750,S,H,S,4,6,0,12,121797,12,121957,40
552483,2,2,4,900,D,W,R,24,26,1,12,120202,98,0,31.37
557652,1,2,4,1200,P,O,O,39,55,0,12,121157,98,0,16.88
764794,1,2,1,1640,D,W,H,24,33,1,12,120304,12,120497,53.64
127730,5,1,2,1105,P,H,S,1,1,0,12,121114,12,120025,8.24
128509,3,2,2,1415,W,S,H,3,3,0,12,122123,12,120394,23.89
228950,1,1,3,445,D,H,O,5,5,5,12,120349,12,120031,17.97
128509,4,1,2,830,W,H,S,0,0,0,12,120394,12,120394,23.89
558278,1,2,4,900,D,W,R,23,29,1,98,0,98,0,17.03
566922,2,1,3,1015,P,H,O,76,107,0,12,122034,98,0,12.57
573905,1,8,3,1810,D,H,O,55,59,2,12,122123,98,0,23.07
573905,3,3,3,1810,P,H,O,55,59,0,12,122123,98,0,23.07
826275,1,1,1,730,D,H,W,13,19,1,12,122143,14,0,8.72
580265,1,4,3,1715,D,H,O,38,52,1,12,121066,98,0,5.79
580592,1,1,1,500,D,H,W,41,57,1,12,121495,98,0,10.52
128522,1,1,3,1000,D,H,O,5,6,2,12,121298,12,121020,15.46
128522,1,2,4,1100,D,O,M,6,8,2,12,121020,12,121095,15.46
670284,1,1,1,1900,W,H,W,1,1,0,12,120068,12,120068,25.18
601077,3,1,1,700,P,H,W,45,64,0,12,121981,98,0,25.63
607646,1,1,1,655,D,H,W,88,121,1,12,121365,98,0,107.27
136983,2,1,3,1510,D,H,M,2,3,1,12,122127,12,120107,11.99
136983,2,2,3,1610,D,M,H,2,3,1,12,120107,12,122127,11.99
612536,1,1,1,630,D,H,W,55,77,1,12,120300,98,0,9.39
613734,2,2,1,1630,D,H,W,39,55,1,12,121478,98,0,18.83
827807,1,2,1,1230,D,W,H,10,14,1,12,120350,12,121475,26.59
827807,2,1,1,630,D,H,W,9,12,1,12,121475,12,122130,26.59
142697,1,2,1,1500,D,W,H,3,4,1,12,121593,12,122088,25.89
142697,2,1,1,520,D,H,W,17,20,1,12,122088,12,121819,25.89
142697,2,2,1,1420,D,W,H,17,20,1,12,121819,12,122088,25.89
633864,1,1,1,530,D,H,W,35,39,1,12,122081,98,0,19.32
634203,1,5,3,1720,D,H,O,23,25,2,12,120601,98,0,30.62
636913,1,1,1,800,D,H,W,81,113,1,12,121032,98,0,15.72
727172,1,1,1,710,D,H,W,38,46,1,12,120941,98,0,27.96
660840,2,1,1,700,D,H,W,53,75,1,12,122068,98,0,8.22
662875,2,1,1,430,D,H,W,105,131,1,12,121702,98,0,24.89
146386,1,9,3,1950,D,O,H,3,3,2,12,121261,12,121437,25.2
146386,2,1,1,630,D,H,W,4,5,1,12,121437,12,120350,25.2
766637,2,1,3,1300,D,H,O,9,11,1,12,120497,24,0,17.89
691104,1,1,1,700,D,H,W,78,110,2,12,122096,98,0,8.44
695033,1,1,1,600,D,H,W,47,67,1,12,120043,98,0,36.8
154998,2,12,3,1915,P,O,H,3,4,0,12,121067,12,120374,9.79
155453,1,1,1,1000,B,H,W,18,25,0,12,121675,12,120923,10.53
201562,2,1,3,1100,D,H,O,20,27,1,12,120586,12,120057,5.1
161588,1,1,1,620,B,H,W,4,5,0,12,122051,12,121436,13.72
161588,1,2,1,1505,B,W,H,4,5,0,12,121436,12,122051,13.72
161588,1,4,3,2100,D,O,H,6,8,2,12,121417,12,122051,13.72
719170,2,2,4,840,D,D,W,36,49,1,12,121426,98,0,34.45
720419,2,1,1,655,D,H,W,81,113,1,12,120982,98,0,14.32
540146,2,1,1,615,D,H,W,41,48,1,12,121926,98,0,34.09
201562,2,2,3,1230,D,O,H,20,27,1,12,120057,12,120586,5.1
201564,1,1,3,1000,D,H,F,2,3,2,12,120925,12,121653,22.7
201564,1,2,3,1030,D,F,H,2,3,1,12,121653,12,120925,22.7
869707,3,1,2,745,D,H,S,34,42,1,12,122098,98,0,52.38
885327,2,1,1,800,D,H,W,26,36,1,12,121409,98,0,23.74
787991,1,1,3,1115,D,H,O,87,116,1,12,121238,98,0,30.11
747588,2,2,4,740,D,D,W,27,32,2,12,121544,98,0,28.64
899219,3,1,1,1330,D,H,W,19,20,1,12,121731,98,0,9.23
169197,1,1,1,640,M,H,W,16,17,0,12,120067,12,120401,12.33
169197,1,2,1,1500,M,W,H,16,17,0,12,120401,12,120067,12.33
169965,2,6,3,1725,D,O,H,2,2,1,12,120303,12,122123,15.94
748363,1,3,3,1700,M,H,O,38,47,0,12,120044,98,0,57.09
748363,2,1,3,1700,P,H,O,38,47,0,12,120044,98,0,57.09
920402,3,3,3,1830,D,H,O,30,37,1,12,121817,98,0,105.45
169965,3,1,1,930,P,H,W,13,19,0,12,122123,13,0,15.94
178699,3,2,2,1530,W,S,H,1,1,0,12,122001,12,122135,33.15
958457,3,1,1,600,D,H,W,45,63,1,12,120065,98,0,23.51
800681,2,1,1,600,D,H,W,78,96,1,12,121214,98,0,14.51
960769,6,2,4,830,P,W,R,75,82,0,12,120754,98,0,16.7
753691,2,1,1,1500,D,H,W,81,114,1,12,121247,98,0,18.17
972117,4,5,3,1800,P,H,O,22,30,0,12,121213,98,0,20.6
771937,1,1,1,530,D,H,W,18,25,1,12,121634,12,120979,25.89
771937,1,2,4,1600,D,W,F,17,23,1,12,120979,12,121147,25.89
771937,1,3,4,1630,D,F,M,1,2,2,12,121147,12,120881,25.89
771937,1,4,3,1650,D,M,H,2,3,2,12,120881,12,121634,25.89
771937,2,1,3,830,D,H,F,1,1,2,12,121634,12,121147,25.89
166882,1,2,4,1015,D,W,R,84,103,1,14,0,98,0,22.72
167469,1,2,4,1300,M,M,O,71,80,0,12,121192,98,0,16.27
167469,2,2,4,1300,P,M,O,71,80,0,12,121192,98,0,16.27
169172,1,1,3,800,D,H,O,38,53,1,12,121828,98,0,15.1
210829,3,1,3,830,D,H,F,0,1,4,12,121603,12,121603,51.43
834256,1,1,1,800,D,H,W,4,5,1,12,120044,12,120036,23.07
834256,1,2,4,1630,D,W,O,2,3,1,12,120036,12,120902,23.07
192732,1,2,3,900,D,M,H,2,3,1,12,122013,12,121478,18.49
770472,1,2,3,1000,D,O,H,6,9,1,12,121923,12,122093,4.17
192732,1,3,3,945,D,H,O,22,31,1,12,121478,12,120295,18.49
208301,1,2,4,1335,D,M,O,11,15,1,17,0,98,0,11.88
771937,2,2,4,835,D,F,W,35,47,1,12,121147,98,0,25.89
206480,2,1,1,630,D,H,W,24,28,1,12,121708,98,0,33.1
775153,1,7,4,1300,D,W,R,42,60,1,12,120996,98,0,21.43
349344,2,1,3,1030,P,H,O,42,57,0,12,120981,98,0,29.31
201725,1,1,1,810,W,H,W,1,2,0,12,121147,12,120748,34.07
201725,1,2,1,1725,W,W,H,1,2,0,12,120748,12,121147,34.07
201725,2,1,3,1000,D,H,F,1,2,2,12,121147,12,120748,34.07
201725,2,5,3,1600,D,H,M,1,1,1,12,121147,12,120748,34.07
201725,2,6,3,1620,D,M,H,1,1,1,12,120748,12,121147,34.07
201725,2,7,3,1900,D,H,M,13,16,2,12,121147,12,121892,34.07
490609,1,4,4,910,D,F,W,40,51,1,12,121801,98,0,23.52
666553,2,1,1,815,D,H,W,39,54,1,12,121470,98,0,10.2
931925,1,10,4,1745,D,O,O,19,24,2,12,120428,23,0,27.76
848054,1,4,4,1135,D,M,W,39,53,1,12,121608,23,0,17.79
201725,2,8,3,1925,D,M,H,13,16,2,12,121892,12,121147,34.07
782914,2,1,1,730,D,H,W,51,71,1,12,120064,98,0,19.15
792995,1,2,4,1730,P,W,O,55,61,0,12,120107,98,0,67.95
850641,1,2,3,1600,W,O,H,2,3,0,12,120017,12,121108,12.93
850641,2,1,3,845,D,H,F,2,3,2,12,121108,12,120017,12.93
201848,2,4,4,1300,D,O,F,3,3,3,12,121288,12,120349,32.01
201848,2,5,3,1310,D,F,H,0,0,1,12,120349,12,120349,32.01
820491,1,1,1,700,D,H,W,84,115,1,12,122143,98,0,8.69
835772,1,1,1,515,D,H,W,77,108,1,12,121961,98,0,114.52
862793,1,1,1,805,D,H,W,20,28,1,12,121245,13,0,16.27
658117,1,1,3,1315,D,H,M,4,6,1,12,120300,12,122117,29.39
658117,2,1,1,910,D,H,W,10,13,1,12,120300,12,122051,29.39
201848,2,7,4,1805,D,O,O,2,2,1,12,120017,12,120349,32.01
201848,2,8,3,2000,D,O,H,0,0,2,12,120349,12,120349,32.01
201848,3,2,4,1030,P,O,O,2,2,0,12,120009,12,120022,32.01
231102,4,1,3,1800,D,H,O,13,18,1,12,122143,14,0,33.52
201848,3,3,4,1130,P,O,O,2,3,0,12,120022,12,121288,32.01
201848,3,4,4,1300,P,O,O,3,3,0,12,121288,12,120349,32.01
201856,1,1,1,900,D,H,W,5,7,1,12,121952,12,121130,24.27
201859,1,1,1,1200,D,H,W,14,17,1,12,121161,12,120502,34.55
936147,1,1,1,750,D,H,W,57,58,1,12,121365,98,0,34.58
4431889,2,1,1,830,D,H,W,89,119,1,12,121482,98,0,10.21
4438673,1,1,1,500,D,H,W,86,119,1,12,120925,98,0,17.59
234413,1,6,3,1635,D,H,M,8,10,2,12,120801,13,0,15.11
202073,1,1,3,1300,P,H,O,12,13,0,12,122125,14,0,7.3
955769,1,3,3,1700,D,H,O,32,41,6,12,120249,98,0,11.76
955769,2,1,3,1700,P,H,O,32,41,0,12,120249,98,0,11.76
202110,2,3,1,1215,D,H,W,2,2,1,12,121497,12,121499,13.54
731180,2,2,3,1100,W,M,H,1,1,0,12,120323,12,120346,39.83
201856,1,2,1,1200,D,W,H,5,7,1,12,121130,12,121952,24.27
201856,1,3,3,1400,D,H,R,3,4,1,12,121952,12,120055,24.27
972130,1,6,3,1730,D,H,O,26,36,1,12,121547,98,0,52.22
234642,1,1,3,1000,D,H,O,88,102,2,12,121489,11,0,9.86
234642,2,1,3,1000,P,H,O,88,102,0,12,121489,11,0,9.86
203126,1,3,4,910,D,W,R,7,11,1,12,121157,12,120789,20.27
285598,2,1,3,1230,P,H,O,74,104,0,12,121421,98,0,12.5
362766,2,1,3,1100,P,H,O,128,181,0,12,122083,98,0,7.45
203915,3,1,2,800,P,H,S,3,4,0,12,122094,12,121433,23.46
203923,1,2,3,1445,D,F,H,9,11,2,12,121430,12,120065,7.44
212287,1,3,4,1155,D,F,O,0,0,2,98,0,98,0,24.92
197469,2,1,1,605,D,H,W,19,26,1,12,121694,13,0,14.32
319797,1,2,4,1445,D,O,O,29,40,2,17,0,98,0,13.23
439538,2,2,4,1655,D,W,F,73,103,1,12,121175,98,0,16.45
199621,4,2,1,1500,P,W,H,1,1,0,12,120334,12,122139,33.23
200923,3,5,3,2000,D,H,M,1,1,1,12,121799,12,121227,55.22
200923,3,6,3,2030,D,M,H,1,1,1,12,121227,12,121799,55.22
344087,2,2,3,910,D,F,H,2,2,2,12,121262,12,122078,33.92
344087,2,3,3,1535,D,H,F,2,2,2,12,122078,12,121262,33.92
223810,2,1,3,1000,D,H,M,29,36,1,12,120972,98,0,23.04
4444995,1,1,3,830,D,H,O,88,121,2,12,120403,98,0,20.41
4446910,1,3,3,1645,D,H,O,45,60,1,12,121795,98,0,64.59
4451309,1,4,4,1315,D,O,O,28,37,2,12,121022,98,0,9.13
331109,1,10,4,2350,D,O,F,0,0,2,98,0,98,0,13.95
733714,1,2,4,900,D,W,R,1,1,2,98,0,98,0,25.46
4479702,2,1,1,700,D,H,W,46,63,1,12,121234,98,0,9.33
4480731,1,1,3,1300,D,H,F,80,113,1,12,121902,98,0,9.03
5507009,2,1,1,1300,D,H,W,9,12,1,12,120676,98,0,19.59
221550,1,1,3,900,D,H,O,3,4,1,12,121603,12,120934,9.97
221550,1,2,3,1045,D,O,H,3,4,1,12,120934,12,121603,9.97
135314,1,2,4,900,D,W,R,18,25,1,98,0,98,0,6.18
939031,1,1,1,620,D,H,W,92,118,1,12,121871,1,0,29.5
4489310,1,1,1,730,D,H,W,49,64,1,12,120116,98,0,14.87
4501558,1,1,1,640,D,H,W,86,97,2,12,121799,98,0,31.78
239863,1,2,3,1100,D,M,H,1,1,2,12,121137,12,120051,8.11
239880,2,1,3,900,D,H,O,1,1,1,12,122135,12,122007,16.66
239880,2,2,3,930,D,O,H,1,1,1,12,122007,12,122135,16.66
772118,1,1,3,805,D,H,F,1,1,2,12,122089,12,121454,13.71
772118,2,1,3,1210,D,H,M,8,8,1,12,122089,12,122117,13.71
595812,4,2,3,1500,D,O,H,9,13,1,12,121922,12,120556,114.89
189525,2,3,4,2100,D,W,R,143,193,99,98,0,13,0,28.24
220938,1,1,1,730,D,H,W,28,30,1,12,120604,98,0,91.64
237986,4,1,2,800,P,H,S,1,2,0,12,121575,12,121179,15.78
202140,1,1,1,700,D,H,W,1,2,1,12,122142,12,120334,63.76
202140,1,5,1,1700,D,W,H,1,2,1,12,120334,12,122142,63.76
202140,3,1,1,1330,D,H,W,22,29,1,12,122142,24,0,63.76
202140,2,1,1,800,D,H,W,8,11,1,12,122142,12,122131,63.76
202140,2,2,1,1700,D,W,H,8,11,1,12,122131,12,122142,63.76
202140,5,1,2,725,W,H,S,1,1,0,12,122142,12,120403,63.76
202140,5,2,2,1405,W,S,H,1,1,0,12,120403,12,122142,63.76
324522,2,4,3,1535,D,H,R,11,16,1,12,122039,12,121634,15.45
960263,1,3,4,1130,D,W,R,126,163,1,98,0,98,0,18.84
344117,3,1,2,830,D,H,S,23,33,2,12,122109,13,0,36.04
326197,2,1,3,1000,P,H,O,18,24,0,12,120996,13,0,23.51
307548,2,1,3,1700,D,H,O,76,76,1,12,121485,98,0,13.88
305337,1,4,4,2230,D,O,F,29,42,4,98,0,11,0,31.77
307706,1,1,1,600,D,H,W,289,388,1,12,120033,98,0,42.49
309705,1,2,3,1330,P,M,H,1,2,0,12,121229,12,120019,7.84
382584,1,1,1,430,D,H,W,81,114,2,12,121603,98,0,32.78
4440668,3,1,1,600,D,H,W,28,32,1,12,121863,13,0,40.96
639864,2,1,1,1405,D,H,W,22,31,1,12,121436,13,0,20.7
558278,1,7,4,1450,D,O,R,17,23,1,98,0,98,0,17.03
566922,2,2,4,1445,P,O,O,3,4,0,98,0,98,0,12.57
566922,1,4,4,1445,D,O,O,3,4,2,98,0,98,0,12.57
292970,2,1,3,1330,P,H,O,114,126,0,12,121435,98,0,8.06
296863,3,1,2,800,D,H,S,57,61,1,12,121485,98,0,18.47
206635,1,4,3,1515,D,M,H,1,1,1,12,121492,12,120140,12.34
206635,1,5,3,1650,D,H,O,2,2,1,12,120140,12,121489,12.34
296901,1,1,1,700,D,H,W,37,43,1,12,122073,98,0,38.84
301959,2,1,3,900,D,H,O,34,39,1,12,121421,98,0,7.81
210903,3,3,3,1800,P,H,O,16,22,0,12,120051,13,0,18.39
210829,7,1,2,830,P,H,S,2,2,0,12,121603,12,120064,51.43
210829,7,2,2,1500,W,S,H,2,2,0,12,120064,12,121603,51.43
250126,2,3,1,1630,D,H,W,38,50,1,12,120759,98,0,26.93
314408,2,4,4,1900,D,O,M,25,34,2,12,120628,98,0,12.79
211233,3,2,1,1500,D,W,H,4,5,1,12,121518,12,121258,15.85
231351,1,1,3,1300,B,H,M,2,3,0,12,121662,12,120138,12.96
180120,1,1,4,1045,D,O,O,327,447,2,98,0,2,0,9.71
215227,2,3,4,730,D,D,W,24,33,1,12,121575,13,0,27.93
315830,1,1,3,645,D,H,O,92,126,1,12,121952,98,0,45.07
317331,3,1,3,815,D,H,O,27,29,2,12,121711,98,0,12.59
970329,1,3,3,1545,P,H,F,10,15,0,12,121544,98,0,18.65
215302,1,4,4,1645,D,M,O,5,6,1,12,121434,12,120561,9.35
215302,1,6,3,1830,D,H,M,3,3,1,12,121454,12,122079,9.35
339166,1,1,3,1830,P,H,O,19,25,0,12,121134,13,0,82.55
415219,1,1,1,1350,D,H,W,55,78,2,12,121728,98,0,14.14
416750,1,2,4,905,D,W,R,45,51,1,12,121973,98,0,20.23
355573,1,11,3,1800,D,H,F,8,9,2,12,122056,12,121411,20.46
355629,1,2,4,830,P,O,M,13,18,0,12,121139,12,121201,12.5
425279,2,3,1,1815,D,H,W,30,42,1,12,120234,98,0,44.22
209553,2,1,1,730,D,H,W,10,13,1,12,120298,12,121079,10.9
430323,1,1,1,800,D,H,W,56,62,1,12,121785,98,0,18.43
430809,1,3,3,1750,D,H,O,37,41,1,12,121424,98,0,25.33
321250,1,7,3,2015,D,H,O,1,2,1,12,121634,12,121629,50.3
321250,1,8,3,2030,D,O,H,1,2,2,12,121629,12,121634,50.3
321703,2,2,3,2200,P,O,H,7,10,0,12,121276,12,120076,9.12
322000,1,2,1,1615,D,W,H,8,10,1,12,120958,12,120746,19.01
492181,3,3,3,1430,D,H,M,27,29,1,12,121460,98,0,82.49
500584,2,1,1,800,D,H,W,24,27,1,12,120600,98,0,13.57
323028,1,1,1,705,P,H,W,10,11,0,12,122121,13,0,21.63
507503,2,1,1,610,D,H,W,37,42,1,12,122094,98,0,20.19
323168,2,1,1,520,D,H,W,1,1,1,12,121495,12,120132,14.36
323655,4,4,3,1930,C,O,H,2,3,0,12,121407,12,121414,19.99
323680,1,6,4,1930,P,M,M,5,7,0,12,120906,12,121499,16.04
323680,1,7,3,2000,P,M,H,4,6,0,12,121499,12,121488,16.04
631561,1,1,1,720,D,H,W,44,54,1,12,120055,98,0,17.87
643281,1,4,3,1630,D,H,O,69,94,3,12,120032,98,0,14.27
643281,2,4,3,1630,P,H,O,69,94,0,12,120032,98,0,14.27
323692,2,1,1,830,D,H,W,25,32,1,12,120328,13,0,42.13
