hhld_num,pers_num,trip_num,trip_purp,start_time,mode_prime,purp_orig,purp_dest,trip_km,trip_man_km,car_pool,region_orig,waterzn_orig,region_dest,waterzn_dest,expf
198081,1,2,4,1340,D,W,O,9,13,1,12,121593,12,121111,12.99
198113,2,2,1,1530,D,W,H,2,2,1,12,122123,12,121785,21.07
198113,2,3,3,1705,D,H,O,2,3,1,12,121785,12,120107,21.07
198113,2,4,3,1730,D,O,H,2,3,1,12,120107,12,121785,21.07
199621,2,3,3,1450,D,H,F,0,0,1,12,122139,12,122139,33.23
199621,2,4,3,1505,D,F,H,0,0,2,12,122139,12,122139,33.23
199621,3,1,2,810,P,H,S,0,0,0,12,122139,12,122139,33.23
199621,3,2,2,1505,P,S,H,0,0,0,12,122139,12,122139,33.23
199621,4,1,1,715,P,H,W,1,1,0,12,122139,12,120334,33.23
200052,3,1,3,1430,P,H,O,20,29,0,12,121147,12,120071,28.93
200052,3,2,3,1630,P,O,H,20,29,0,12,120071,12,121147,28.93
200874,5,3,3,1730,P,H,O,2,2,0,12,120206,12,120911,27.02
200693,1,3,3,2200,D,M,H,0,1,1,12,121075,12,121046,10.97
200317,1,1,3,845,D,H,M,5,7,1,12,120328,12,121114,6.45
200317,1,2,3,920,D,M,H,5,7,2,12,121114,12,120328,6.45
200568,3,2,1,1710,D,W,H,17,21,1,12,121497,12,121470,20.71
200668,1,1,1,520,D,H,W,13,18,1,12,120073,12,120409,23.3
200668,1,2,1,1530,D,W,H,13,18,1,12,120409,12,120073,23.3
200690,3,1,2,720,S,H,S,10,14,0,12,121213,12,121522,17.06
200690,3,2,2,1445,S,S,H,10,14,0,12,121522,12,121213,17.06
200690,4,1,2,720,S,H,S,10,14,0,12,121213,12,121522,17.06
200747,2,3,3,1730,D,H,O,8,11,2,12,120847,12,121255,6.7
200747,2,4,3,1900,D,O,H,8,11,2,12,121255,12,120847,6.7
200773,1,1,3,1030,D,H,O,1,1,2,12,121410,12,121444,12.22
200773,1,2,4,1100,D,O,O,3,3,2,12,121444,12,120322,12.22
200773,1,4,3,1230,D,O,H,2,3,2,12,120041,12,121410,12.22
200817,2,2,3,945,D,D,H,2,2,1,12,122036,12,122046,9.03
200854,1,3,3,1320,D,O,H,2,2,1,12,120331,12,121647,12.11
200857,1,1,1,730,D,H,W,5,6,1,12,121398,12,121862,14.94
200857,1,2,1,1730,D,W,H,5,6,1,12,121862,12,121398,14.94
200857,2,1,1,830,D,H,W,4,4,1,12,121398,12,121679,14.94
200857,2,2,1,1700,D,W,H,4,4,1,12,121679,12,121398,14.94
200874,2,1,1,730,D,H,W,1,1,2,12,120206,12,121522,27.02
200874,2,2,1,1600,D,W,H,1,1,1,12,121522,12,120206,27.02
200874,2,3,3,1730,D,H,O,2,2,2,12,120206,12,120911,27.02
200874,2,4,3,1915,D,O,H,2,2,2,12,120911,12,120206,27.02
200879,1,2,4,1230,D,O,O,0,0,2,12,121629,12,121629,11.42
200879,1,3,4,1330,D,O,O,0,0,2,12,121629,12,121629,11.42
201117,1,2,4,750,D,D,W,25,32,1,12,121018,12,120077,18.74
201117,1,3,4,1630,D,W,D,25,32,1,12,120077,12,121018,18.74
201430,1,2,4,1400,P,O,O,3,4,0,12,121084,12,121130,10.08
201430,2,1,3,1230,D,H,O,1,1,1,12,121603,12,120329,10.08
201430,2,2,3,1300,D,O,H,1,1,1,12,120329,12,121603,10.08
201583,2,2,1,1700,D,W,H,7,8,1,12,120304,12,122038,15.45
201848,2,3,4,1130,D,O,O,2,3,3,12,120022,12,121288,32.01
224393,2,1,3,1200,P,H,O,1,2,0,12,121585,12,121578,36.73
201980,1,1,3,1630,D,H,F,14,20,2,12,120071,12,120998,13.98
201980,1,2,3,1930,D,F,H,14,20,1,12,120998,12,120071,13.98
202018,1,2,4,1125,D,M,M,1,1,1,12,122009,12,121201,14.58
202018,1,3,3,1200,D,M,H,3,4,1,12,121201,12,122015,14.58
202133,1,5,3,1630,T,H,O,6,8,0,12,121279,12,122093,10.25
202133,1,6,3,1830,B,O,H,6,8,0,12,122093,12,121279,10.25
203278,2,2,1,1750,D,W,H,8,10,2,12,121201,12,121517,13.29
203310,1,1,3,820,D,H,F,2,3,2,12,121490,12,121485,53.96
203310,1,2,4,825,D,F,W,1,1,1,12,121485,12,121484,53.96
203310,1,3,4,1200,D,W,R,0,0,1,12,121484,12,121387,53.96
203310,1,4,4,1215,D,W,R,0,0,1,12,121387,12,121484,53.96
203310,1,5,1,1630,D,W,H,2,2,1,12,121484,12,121490,53.96
203310,2,1,3,820,D,H,F,2,2,2,12,121490,12,120140,53.96
203310,3,1,2,820,P,H,S,2,3,0,12,121490,12,121485,53.96
204319,1,2,1,2030,W,W,H,1,1,0,12,120132,12,121372,7.08
225524,1,2,3,1145,D,O,H,6,7,1,12,121657,12,121492,9.9
203502,2,1,3,930,P,H,M,28,39,0,12,120336,12,120843,6.1
203502,2,2,3,1700,P,M,H,28,39,0,12,120843,12,120336,6.1
207537,1,3,3,1845,D,M,H,5,7,1,12,121444,12,121426,32.36
203540,1,2,1,1715,D,W,H,3,4,1,12,120404,12,122139,7.24
203551,2,2,2,1500,W,S,H,1,2,0,12,121596,12,120300,13.04
203551,2,3,3,1600,P,H,O,2,2,0,12,120300,12,120296,13.04
203889,2,1,1,650,D,H,W,1,1,1,12,122075,12,122082,13.14
203889,2,2,4,1715,D,W,R,0,0,1,12,122082,12,122082,13.14
203906,3,1,3,1330,P,H,M,6,8,0,12,120081,12,122082,15.99
203906,3,2,3,1430,P,M,H,6,8,0,12,122082,12,120081,15.99
4466268,1,2,1,1630,D,W,H,9,11,1,12,120932,12,122143,12.91
294153,1,3,3,1700,D,H,M,14,16,2,12,121564,12,120843,20.16
147549,2,4,3,1900,D,F,H,5,7,2,12,121483,12,122141,43.23
147710,1,7,3,2300,P,O,H,2,2,0,12,121278,12,122097,67.5
155057,1,4,4,1810,D,F,O,4,5,2,12,120017,12,121175,8.22
163496,1,2,1,1200,D,W,H,3,4,1,12,120025,12,120019,14.01
181955,2,4,3,1950,P,M,H,2,2,0,12,122082,12,122088,23.68
182191,1,1,1,1000,B,H,W,2,3,0,12,121865,12,120017,23.56
190633,1,5,3,2120,D,O,H,3,3,1,12,121230,12,121828,24.29
190633,1,4,4,1900,D,W,O,6,6,1,12,120295,12,121230,24.29
193293,2,5,3,1250,W,H,R,1,1,0,12,120029,12,121679,22.74
193815,1,1,2,820,B,H,S,4,6,0,12,121613,12,121090,28.92
843823,2,2,4,1100,D,O,M,2,3,1,12,120026,12,120012,15.45
843823,2,3,3,1355,D,M,H,3,4,1,12,120012,12,121615,15.45
204167,1,2,1,1630,D,W,H,5,7,1,12,120033,12,121582,17.23
204169,1,1,1,730,B,H,W,9,10,0,12,122095,12,121068,15.77
204169,1,2,1,1715,B,W,H,9,10,0,12,121068,12,122095,15.77
204304,1,1,3,830,D,H,O,18,25,1,12,121134,12,121634,17.69
503425,1,1,1,630,D,H,W,23,24,1,12,120217,12,121231,34.89
204375,1,2,4,1130,D,M,M,5,7,1,12,120989,12,121944,20.05
204375,1,4,3,1245,D,M,H,7,9,1,12,121332,12,120032,20.05
204443,3,3,3,1500,P,H,M,1,1,0,12,121413,12,120041,19.76
204443,3,4,3,1530,P,M,H,1,1,0,12,120041,12,121413,19.76
313248,2,2,4,1505,D,W,R,7,8,1,12,120984,12,120082,101.05
204549,3,3,3,1845,P,H,O,9,11,0,12,120043,12,120295,23.54
204549,3,4,3,2000,P,O,H,9,11,0,12,120295,12,120043,23.54
218403,1,1,3,1200,D,H,M,9,10,2,12,121401,12,120979,11.08
218403,1,2,3,1545,D,M,H,9,10,2,12,120979,12,121401,11.08
204572,1,2,3,630,D,M,H,2,3,1,12,122079,12,121436,8.06
204572,1,3,3,700,D,H,M,1,1,1,12,121436,12,121177,8.06
204885,1,1,1,1115,D,H,W,6,8,1,12,121393,12,121657,20.57
204885,1,2,4,1315,D,W,O,1,1,1,12,121657,12,121054,20.57
204885,1,3,4,1330,D,O,M,6,8,1,12,121054,12,121499,20.57
204885,1,4,3,1400,D,M,H,1,1,1,12,121499,12,121393,20.57
204971,3,1,2,725,S,H,S,10,13,0,12,122141,12,120895,30.69
204971,3,2,2,1530,S,S,H,10,13,0,12,120895,12,122141,30.69
205033,1,2,3,1500,D,O,H,8,11,2,12,121079,12,120529,11.11
205033,2,2,3,1500,P,O,H,8,11,0,12,121079,12,120529,11.11
205138,1,1,1,800,D,H,W,15,16,1,12,121241,12,121785,12.02
218413,1,2,4,1700,D,W,O,6,7,1,12,122100,12,121332,18.35
205432,2,2,4,1730,D,W,M,5,7,1,12,121920,12,121972,13.75
205432,2,3,3,1800,D,M,H,5,6,1,12,121972,12,121596,13.75
205436,1,1,3,500,D,H,O,4,5,1,12,121005,12,121202,27.89
205436,1,2,4,515,D,O,W,1,1,1,12,121202,12,120415,27.89
205475,1,4,3,1605,D,F,H,15,19,2,12,120404,12,122086,27.69
205475,2,1,1,600,P,H,W,15,19,0,12,122086,12,120404,27.69
205589,2,1,3,1230,D,H,F,9,10,2,12,122095,12,120069,15.14
205589,2,3,3,2115,D,H,F,9,10,1,12,122095,12,120069,15.14
205589,2,4,3,2130,D,F,H,9,10,2,12,120069,12,122095,15.14
205676,4,1,2,745,W,H,S,1,2,0,12,121576,12,121179,14.71
205676,4,2,2,1435,W,S,H,1,2,0,12,121179,12,121576,14.71
205875,1,1,3,1010,P,H,O,2,3,0,12,121231,12,120040,12.03
206390,1,2,1,1030,D,W,H,8,10,1,12,120462,12,121372,10.65
206390,2,1,1,1000,D,H,W,5,7,1,12,121372,12,121362,10.65
206390,3,2,2,1500,W,S,H,1,1,0,12,121390,12,121372,10.65
206585,1,1,3,820,D,H,O,4,5,1,12,121454,12,121582,9.35
206585,1,2,4,1315,D,O,O,3,4,1,12,121582,12,121024,9.35
206606,1,3,3,1115,D,H,M,5,7,1,12,121906,12,121069,8.74
206606,1,4,3,1315,D,M,H,5,7,1,12,121069,12,121906,8.74
206606,2,1,1,820,D,H,W,2,3,1,12,121906,12,120045,8.74
206606,2,2,1,1230,D,W,H,2,3,1,12,120045,12,121906,8.74
206606,2,4,1,1630,D,W,H,2,3,1,12,120045,12,121906,8.74
206619,1,1,1,600,D,H,W,8,10,1,12,120371,12,122107,27.28
206619,1,2,4,645,D,W,R,11,15,1,12,122107,12,121044,27.28
228720,2,2,4,1515,P,O,O,3,5,0,12,121447,12,121210,12.33
207401,2,2,3,1645,P,M,H,9,10,0,12,120843,12,121414,12.11
207798,1,7,4,1935,P,O,O,0,1,0,12,121778,12,121168,14.87
207798,2,1,1,710,D,H,W,10,12,1,12,122094,12,120345,14.87
207798,2,2,1,1500,D,W,H,10,12,1,12,120345,12,122094,14.87
207965,2,8,3,1215,D,M,H,11,14,1,12,120934,12,121401,22.38
208004,1,6,3,1600,D,H,M,5,7,1,12,120783,12,120012,48.2
208004,1,7,3,1700,D,M,H,5,7,1,12,120012,12,120783,48.2
339985,2,4,3,2730,D,H,R,5,5,1,12,121258,12,121028,10.98
208156,1,1,3,1230,D,H,M,2,2,1,12,120022,12,121098,10.15
208209,2,1,1,910,D,H,W,17,23,1,12,121217,12,121049,4.81
208209,2,3,3,1535,D,H,F,2,2,2,12,121217,12,120202,4.81
208464,1,1,1,730,P,W,H,1,1,0,12,120924,12,121483,26.55
208464,2,1,3,630,D,H,F,4,6,2,12,121483,12,120925,26.55
208464,2,2,4,650,D,F,F,3,4,1,12,120925,12,120924,26.55
208464,2,3,3,720,D,F,H,1,1,2,12,120924,12,121483,26.55
208464,2,4,3,1430,D,H,F,4,6,1,12,121483,12,120925,26.55
208490,2,1,3,815,D,H,O,8,9,2,12,121974,12,122094,9.56
208490,2,2,3,1030,D,O,H,8,9,2,12,122094,12,121974,9.56
208713,1,1,1,800,D,H,W,2,2,1,12,121458,12,121454,24.91
208713,1,2,1,1540,D,W,H,2,2,1,12,121454,12,121458,24.91
208713,1,4,3,1900,D,O,H,5,7,1,12,121972,12,121458,24.91
208713,2,1,1,800,D,H,W,8,9,1,12,121458,12,121703,24.91
208713,2,2,1,1630,D,W,H,8,9,1,12,121703,12,121458,24.91
208713,3,1,1,1700,D,H,W,10,14,1,12,121458,12,120017,24.91
208713,3,2,1,2600,D,W,H,10,14,1,12,120017,12,121458,24.91
4460099,1,1,1,510,D,W,H,7,10,1,12,120108,12,120299,26.76
208854,2,2,3,1700,D,M,H,5,7,1,12,120802,12,121611,4.9
208939,1,1,1,1200,D,H,W,24,33,1,12,122034,12,121530,23.08
208939,1,2,1,2440,D,W,H,24,33,1,12,121530,12,122034,23.08
208939,2,1,1,745,D,H,W,6,8,1,12,122034,12,121675,23.08
208939,2,2,4,1500,D,W,R,4,5,1,12,121675,12,121166,23.08
208939,2,3,4,1600,D,W,F,7,9,1,12,121166,12,121876,23.08
208939,2,4,3,1630,D,F,H,3,4,2,12,121876,12,122034,23.08
208939,3,1,1,1100,D,H,W,8,11,1,12,122034,12,121706,23.08
208939,3,2,1,1300,D,W,H,8,11,1,12,121706,12,122034,23.08
209311,1,2,4,1315,D,M,M,1,1,1,12,120331,12,122009,14.56
209311,1,3,3,1330,D,M,H,2,3,1,12,122009,12,122136,14.56
209815,1,6,4,2130,P,O,O,1,1,0,12,121290,12,121229,15.08
209815,1,7,3,2220,P,O,H,2,2,0,12,121229,12,120946,15.08
209815,2,1,3,1300,D,H,O,5,7,2,12,120946,12,121259,15.08
932734,1,5,3,1930,D,M,H,10,15,2,12,120935,12,120348,30.36
210164,2,1,3,830,P,H,M,1,1,0,12,121595,12,121181,10.51
210164,2,2,3,930,P,M,H,1,1,0,12,121181,12,121595,10.51
210171,1,1,3,915,D,H,O,6,7,1,12,121579,12,121599,14.43
210171,1,7,3,2250,D,O,H,6,7,1,12,121599,12,121579,14.43
210223,1,4,3,1700,P,O,H,2,2,0,12,120069,12,121952,14.42
210296,1,1,1,705,D,H,W,13,14,1,12,120715,12,121021,29.12
210683,1,2,3,845,D,O,H,5,6,1,12,120129,12,122123,8.87
210807,2,2,4,800,D,F,W,2,2,1,12,121169,12,121583,18.59
210807,2,3,4,1600,D,W,F,2,2,1,12,121583,12,121169,18.59
210829,1,1,1,730,D,H,W,6,8,1,12,121603,12,120011,51.43
210829,1,2,1,1230,D,W,H,6,8,1,12,120011,12,121603,51.43
210829,2,1,3,800,D,H,O,8,10,1,12,121603,12,120908,51.43
211726,2,1,3,1600,P,H,O,2,2,0,12,121037,12,121964,26.37
211374,1,3,3,1700,D,M,H,4,4,1,12,120063,12,121165,28.26
211388,2,2,3,1320,P,O,H,0,1,0,12,121226,12,121146,20.22
211579,3,2,1,2330,D,W,H,4,5,1,12,120084,12,120106,6.89
211691,3,1,4,820,S,S,S,0,0,0,12,121257,12,121257,42.82
211726,1,3,3,2000,D,H,F,2,2,1,12,121037,12,121964,26.37
211726,1,4,3,2005,D,F,H,2,2,2,12,121964,12,121037,26.37
211728,1,1,3,1800,P,H,M,4,4,0,12,122109,12,120069,24.51
211728,2,3,3,1800,D,H,M,4,4,2,12,122109,12,120069,24.51
211884,1,4,4,1405,D,O,O,11,14,3,12,120140,12,120081,8.68
211884,2,6,3,1840,D,H,O,1,2,1,12,121487,12,121390,8.68
211884,2,7,3,2035,D,O,H,1,2,1,12,121390,12,121487,8.68
212813,1,1,3,1130,D,H,O,21,30,1,12,121008,12,121018,30.14
212813,1,2,4,1330,D,O,M,21,29,1,12,121018,12,121147,30.14
212817,1,1,3,1300,P,H,O,2,3,0,12,121485,12,121364,7.95
212946,2,2,3,1430,D,O,H,3,4,1,12,121384,12,121984,5.94
212983,1,4,1,1700,D,W,H,9,12,1,12,121946,12,121802,35.17
212983,1,5,3,1830,D,H,R,13,16,1,12,121802,12,121032,35.17
643924,2,1,1,1545,D,H,W,5,7,1,12,120031,12,120005,31.17
212983,1,6,1,1900,D,W,H,13,16,1,12,121032,12,121802,35.17
212983,3,1,2,800,P,H,S,3,3,0,12,121802,12,120017,35.17
212983,3,2,2,1230,B,S,H,3,3,0,12,120017,12,121802,35.17
212991,2,3,3,1615,D,H,M,1,1,1,12,121495,12,121499,6.78
213164,1,4,3,1345,D,H,O,5,6,1,12,120336,12,121238,15.46
213164,1,5,3,1620,D,O,H,5,6,1,12,121238,12,120336,15.46
213207,1,4,3,1830,D,O,H,1,1,1,12,120936,12,122062,21.67
213207,1,5,3,1930,D,H,M,3,5,2,12,122062,12,122047,21.67
213207,1,6,3,2115,D,M,H,3,5,2,12,122047,12,122062,21.67
213207,2,1,3,1930,P,H,M,3,5,0,12,122062,12,122047,21.67
213207,2,2,3,2115,P,M,H,3,5,0,12,122047,12,122062,21.67
213312,2,4,4,1945,D,M,O,15,19,2,12,120344,12,121278,17.67
213380,1,1,3,1900,W,H,O,0,0,0,12,120044,12,120057,37.97
213380,1,2,3,2015,W,O,H,0,0,0,12,120057,12,120044,37.97
213499,2,2,3,1500,D,M,H,7,10,1,12,120748,12,120758,11.76
213504,4,1,1,610,D,H,W,8,9,1,12,120114,12,121455,21.54
213504,4,2,1,1805,D,W,H,8,9,1,12,121455,12,120114,21.54
218449,2,2,3,1630,D,M,H,5,5,1,12,120068,12,121926,36.71
213666,1,1,3,1600,P,H,M,1,2,0,12,121573,12,121265,21.77
235135,3,1,2,730,W,H,S,1,1,0,12,121378,12,122015,20.07
213822,2,2,1,1730,D,W,H,7,9,2,12,120889,12,121386,17.63
213822,3,1,2,800,P,H,S,7,9,0,12,121386,12,120889,17.63
213822,3,2,2,1730,P,S,H,7,9,0,12,120889,12,121386,17.63
213836,2,1,3,800,D,H,O,6,7,1,12,120529,12,121548,14.91
213836,2,2,3,1400,D,O,H,6,7,1,12,121548,12,120529,14.91
214029,1,1,1,800,D,H,W,1,1,1,12,121060,12,122015,10.21
214029,1,3,3,1900,D,H,M,2,2,1,12,121060,12,121492,10.21
214029,1,4,3,1920,D,M,H,2,2,1,12,121492,12,121060,10.21
214029,2,1,1,730,D,H,W,8,10,1,12,121060,12,120480,10.21
214029,2,2,4,830,D,W,R,9,13,1,12,120480,12,122138,10.21
218508,1,6,3,1945,D,O,H,3,4,1,12,121029,12,121955,6.89
214122,1,1,1,730,D,H,W,9,12,1,12,122075,12,120372,32.68
214122,1,2,1,1630,D,W,H,9,12,1,12,120372,12,122075,32.68
214122,2,2,1,2330,D,W,H,9,9,2,12,120345,12,122075,32.68
214122,3,2,2,1530,W,S,H,1,1,0,12,121417,12,122075,32.68
214179,1,1,1,800,P,H,W,3,4,0,12,121675,12,122038,10.37
214260,1,1,1,830,D,H,W,21,28,1,12,121506,12,121679,18.57
214260,1,2,1,1630,D,W,H,21,28,1,12,121679,12,121506,18.57
214260,3,1,2,900,D,H,S,9,9,1,12,121506,12,120889,18.57
214260,3,2,2,1900,D,S,H,9,9,1,12,120889,12,121506,18.57
214269,1,3,4,1250,D,M,O,0,0,1,12,121258,12,121265,19.8
214269,1,4,3,1310,D,O,H,2,2,1,12,121265,12,121767,19.8
218525,2,1,3,1230,D,H,O,10,14,1,12,121960,12,121328,13.14
218525,2,2,3,1545,D,O,H,10,14,1,12,121328,12,121960,13.14
218525,2,3,3,1940,D,H,O,10,14,1,12,121960,12,121328,13.14
214357,2,2,4,1845,D,O,O,1,2,2,12,121157,12,121008,14.62
214357,2,3,3,2130,D,O,H,15,19,2,12,121008,12,121686,14.62
214583,1,5,4,1400,D,O,M,13,14,2,12,120347,12,121137,22.64
214803,1,1,1,545,P,H,W,1,1,0,12,120600,12,121714,13.1
214663,2,1,1,730,D,H,W,6,8,1,12,120066,12,121692,15.08
4448349,1,4,3,1635,D,W,H,3,4,1,12,121203,12,120125,14.43
101195,2,8,4,1805,D,W,O,1,2,1,12,120017,12,121094,18.69
209494,1,4,3,1700,D,W,H,4,5,1,12,120952,12,121404,14.2
223659,1,4,3,1720,D,W,H,9,11,1,12,122104,12,121398,9.13
224751,1,6,3,1710,W,W,H,2,2,0,12,121276,12,121168,9.74
328921,1,2,4,1400,P,O,M,4,5,0,12,122094,12,120068,13.27
350960,2,2,1,1630,P,W,H,2,2,0,12,120342,12,120022,13.4
202552,1,1,1,840,D,H,W,3,4,1,12,120103,12,121194,7.19
202563,1,2,3,1120,D,M,H,4,4,1,12,121499,12,122142,7.27
202563,2,1,3,935,D,H,O,4,5,1,12,122142,12,121199,7.27
202577,1,1,1,855,D,H,W,2,3,1,12,121867,12,121860,14.56
202580,1,3,3,1400,D,H,O,2,2,1,12,122079,12,121432,23.82
202580,1,6,3,1945,D,F,H,6,8,2,12,120069,12,122079,23.82
202583,1,1,1,1315,D,H,W,18,22,1,12,121412,12,120344,28.82
202684,1,1,1,545,D,H,W,4,5,1,12,122126,12,122008,15.7
202684,1,2,1,1000,D,W,H,4,5,1,12,122008,12,122126,15.7
202684,1,3,3,1330,M,H,R,4,5,0,12,122126,12,122008,15.7
202695,1,2,4,1430,D,O,M,26,33,1,12,121825,12,120843,23.24
589600,1,1,3,1015,D,H,M,2,3,2,12,122057,12,121227,16.06
589600,1,2,3,1100,D,M,H,2,3,2,12,121227,12,122057,16.06
595530,1,8,3,2125,D,O,H,18,23,4,12,120380,12,120220,23.15
627372,2,2,1,1505,D,W,H,12,13,1,12,120341,12,121424,33.18
214803,1,3,3,1830,P,H,O,1,1,0,12,120600,12,121016,13.1
214803,1,4,3,2130,P,O,H,1,1,0,12,121016,12,120600,13.1
214803,2,2,1,550,D,W,H,1,1,1,12,121714,12,120600,13.1
214803,2,3,3,555,D,H,R,18,26,1,12,120600,12,121828,13.1
214803,2,4,4,1525,D,W,O,19,27,1,12,121828,12,120600,13.1
214803,2,6,3,1815,D,H,O,1,1,1,12,120600,12,120604,13.1
214803,2,7,3,1820,D,O,H,1,1,1,12,120604,12,120600,13.1
214816,2,1,3,1510,D,H,O,12,15,1,12,122058,12,120789,43.29
214816,2,2,3,2010,D,O,H,12,15,1,12,120789,12,122058,43.29
214816,3,1,3,1515,D,H,M,2,3,1,12,122058,12,120069,43.29
214816,3,2,3,2300,D,M,H,2,3,1,12,120069,12,122058,43.29
214908,3,1,1,1600,D,H,W,12,15,1,12,121605,12,122122,34.1
214967,1,2,3,1215,D,O,H,3,3,1,12,121020,12,122039,26.38
214967,1,3,3,1500,D,H,M,1,2,1,12,122039,12,121613,26.38
214967,1,4,3,1515,D,M,H,1,2,1,12,121613,12,122039,26.38
214967,1,5,3,1800,D,H,O,3,4,1,12,122039,12,121884,26.38
215005,1,1,3,830,D,H,M,1,2,2,12,120374,12,122082,21.03
215005,1,2,3,930,D,M,H,1,2,2,12,122082,12,120374,21.03
215026,1,6,3,1740,D,H,O,4,5,1,12,120103,12,120121,11.02
215026,1,7,3,1900,D,O,H,4,5,2,12,120121,12,120103,11.02
215026,2,1,1,630,D,H,W,19,23,1,12,120103,12,121842,11.02
215026,2,2,4,1630,D,W,M,14,20,1,12,121842,12,122117,11.02
215026,2,3,3,1700,D,M,H,8,11,1,12,122117,12,120103,11.02
215026,3,1,3,1100,D,H,O,20,25,1,12,120103,12,121069,11.02
215026,3,2,3,1400,D,O,H,20,25,2,12,121069,12,120103,11.02
215038,2,2,1,1630,D,W,H,5,7,1,12,120036,12,122042,41.42
215038,3,1,2,830,W,H,S,1,1,0,12,122042,12,122043,41.42
215038,3,2,2,1530,W,S,H,1,1,0,12,122043,12,122042,41.42
236083,1,1,3,900,D,H,F,1,1,2,12,120953,12,120023,18.16
215042,1,1,3,1000,D,H,M,1,1,1,12,122139,12,121201,74.51
215227,2,5,4,1700,D,D,F,2,3,2,12,121575,12,121470,27.93
215227,2,6,3,1735,D,F,H,1,1,3,12,121470,12,121470,27.93
291296,1,5,3,1840,P,H,O,6,8,0,12,121487,12,121985,25.33
298207,1,1,3,1300,D,H,M,3,4,1,12,121238,12,122139,34.05
299232,1,1,3,1100,D,H,M,4,5,2,12,122125,12,120906,14.72
302064,2,1,3,1130,P,H,O,15,21,0,12,121218,12,120924,9.26
303982,1,4,3,1900,D,H,O,10,12,2,12,120746,12,120664,16.16
326363,4,2,1,1630,D,W,H,8,10,1,12,121191,12,120087,15.21
326851,2,2,1,1600,D,W,H,14,20,1,12,120272,12,122140,10.82
335140,1,3,1,1245,D,H,W,2,2,1,12,122088,12,122082,20.08
740876,3,2,4,1845,D,W,M,21,26,1,12,121819,12,120069,40.83
890255,1,1,1,755,D,H,W,19,26,1,12,121410,12,121482,16.25
215752,1,1,1,900,D,H,W,9,11,1,12,121899,12,121221,8.93
215752,1,2,1,1605,D,W,H,9,11,1,12,121221,12,121899,8.93
215776,3,2,4,1415,S,S,O,3,4,0,12,121411,12,121432,20.77
215776,4,1,2,810,P,H,S,1,2,0,12,122079,12,121432,20.77
215776,4,2,2,1445,P,S,H,1,2,0,12,121432,12,122079,20.77
215801,1,1,3,810,D,H,F,3,4,3,12,121405,12,120346,20.65
215801,1,2,3,825,D,F,H,3,4,1,12,120346,12,121405,20.65
215801,1,3,3,1045,D,H,M,1,2,1,12,121405,12,121100,20.65
216020,1,2,3,1530,D,M,H,3,4,1,12,121676,12,122097,17.74
216020,1,3,3,1950,D,H,F,2,3,1,12,122097,12,120944,17.74
216020,1,4,3,2015,D,F,H,2,3,2,12,120944,12,122097,17.74
216408,2,1,1,830,D,H,W,6,7,1,12,120301,12,121353,14.23
216408,2,2,1,1800,D,W,H,6,7,1,12,121353,12,120301,14.23
216435,2,3,4,855,D,F,M,1,1,1,12,120371,12,120041,18.66
216435,2,4,3,900,D,M,H,1,2,1,12,120041,12,120371,18.66
216435,2,5,3,1615,D,H,F,6,6,3,12,120371,12,120017,18.66
216435,2,6,4,1635,D,F,M,1,2,4,12,120017,12,121313,18.66
216435,2,7,3,1725,D,M,H,5,5,4,12,121313,12,120371,18.66
216435,2,8,3,1740,D,H,O,1,1,2,12,120371,12,120371,18.66
216435,2,9,3,1925,D,O,H,1,1,2,12,120371,12,120371,18.66
216612,2,2,4,1200,D,W,O,1,1,1,12,121861,12,121071,17.1
216612,2,3,4,1330,D,O,R,1,1,1,12,121071,12,121861,17.1
216641,1,1,3,935,D,H,O,6,8,1,12,121421,12,121704,35.56
216641,1,2,3,1045,D,O,H,6,8,1,12,121704,12,121421,35.56
216641,1,3,3,1600,D,H,O,4,5,1,12,121421,12,121258,35.56
319887,1,1,1,740,D,H,W,4,5,1,12,120336,12,120123,16.25
338076,1,1,1,900,W,H,W,0,1,0,12,121278,12,120941,28.58
410818,1,2,4,1000,D,W,R,3,4,1,12,121657,12,120121,18.17
210475,1,1,1,755,D,H,W,4,4,1,12,120007,12,120025,17.06
286551,2,1,3,900,D,H,M,26,37,3,12,121478,12,120747,13.64
292670,4,3,4,1330,D,M,M,0,0,2,12,121653,12,121653,27.54
241840,2,10,3,2030,D,W,H,1,2,1,12,122047,12,121703,30.14
298333,2,1,1,930,D,H,W,7,10,1,12,121599,12,122082,27.38
206736,1,1,1,730,D,H,W,7,9,1,12,122065,12,120040,16.23
206736,1,2,1,1600,D,W,H,7,9,1,12,120040,12,122065,16.23
206851,1,5,3,1740,D,H,O,5,7,2,12,121871,12,120980,15.05
206851,1,6,3,1830,D,O,H,5,7,2,12,120980,12,121871,15.05
207129,2,1,1,645,D,H,W,19,26,1,12,121948,12,121804,15.77
207155,1,3,4,1700,D,M,F,3,3,1,12,121192,12,120394,21.81
207192,1,2,1,1730,D,W,H,7,9,1,12,121615,12,121436,14.6
207192,1,3,3,1830,C,H,M,1,1,0,12,121436,12,121578,14.6
207319,1,1,3,1330,D,H,O,11,14,1,12,121917,12,121221,19.69
207319,1,2,4,1630,P,O,O,7,9,0,12,121221,12,121084,19.69
207319,1,3,3,1730,P,O,H,4,5,0,12,121084,12,121917,19.69
207319,2,1,3,1630,P,H,O,4,5,0,12,121917,12,121084,19.69
