hhld_num,pers_num,age,sex,driver_lic,tran_pass,emp_stat,occupation,free_park,stu_stat,no_work,n_pers_trip,n_tran_trip,waterzn_emp,waterzn_sch,expf,waterzn_emp
228027,4,0,F,N,N,O,O,O,O,O,0,0,0,0,11.78,0
692060,2,47,F,Y,N,F,S,Y,O,O,2,0,120012,0,56.05,56.05
692060,1,48,M,Y,N,F,P,N,O,9,2,0,0,0,56.05,0
993696,1,41,M,Y,N,F,P,Y,O,O,4,0,121862,0,17.82,17.82
351892,1,51,M,Y,N,F,G,N,O,O,2,0,121313,0,6.17,6.17
352825,3,15,F,N,N,O,O,O,S,O,2,0,0,121635,43.63,0
891615,2,52,F,Y,N,F,M,Y,O,O,2,0,121858,0,8.61,8.61
924929,2,48,F,Y,N,F,M,Y,O,O,2,0,121861,0,8.59,8.59
420899,1,36,F,Y,N,F,P,Y,O,O,2,0,0,0,25.68,0
365319,2,34,F,Y,N,F,P,Y,O,O,2,0,120082,0,66.95,66.95
336993,1,52,M,Y,N,F,P,Y,O,O,5,0,120005,0,36.61,36.61
318982,2,48,F,Y,N,F,P,Y,O,O,3,0,121315,0,33.79,33.79
339174,1,50,F,Y,N,P,G,Y,O,O,4,0,121026,0,30.95,30.95
361350,3,11,M,N,N,O,O,O,S,O,2,0,0,122110,28.71,0
342126,3,25,M,Y,N,P,S,Y,O,O,0,0,121212,0,33.72,33.72
660342,1,40,F,Y,N,H,P,9,O,O,6,0,121303,0,29.81,29.81
285457,3,22,F,Y,O,O,O,O,P,O,2,0,0,120025,33.44,0
705353,3,30,M,Y,N,F,P,9,O,N,4,0,0,0,19.1,0
304414,2,29,M,Y,N,F,S,Y,O,O,4,0,120502,0,23.89,23.89
301871,1,66,M,Y,N,H,P,9,O,O,0,0,121092,0,12.04,12.04
330745,1,40,M,N,N,F,M,Y,O,O,2,0,120409,0,18.2,18.2
5508925,5,17,M,N,N,H,M,9,O,O,0,0,120680,0,18.97,18.97
5508925,6,24,M,N,N,H,M,9,O,O,0,0,120680,0,18.97,18.97
318491,1,49,F,Y,N,O,O,O,O,O,2,0,0,0,17.55,0
389042,2,84,M,Y,N,O,O,O,O,O,2,0,0,0,11.66,0
5508925,3,22,F,N,N,O,O,O,O,O,0,0,0,0,18.97,0
356754,1,48,M,Y,M,O,O,O,O,O,0,0,0,0,35.52,0
198656,1,69,M,Y,N,O,O,O,O,O,4,0,0,0,25.84,0
202698,3,12,M,N,N,O,O,O,S,O,2,0,0,120019,12.48,0
229025,3,15,M,N,N,O,O,O,S,O,2,0,0,121635,24.44,0
552817,2,20,M,Y,9,O,O,O,S,O,3,1,0,121090,17.04,0
224159,2,47,F,Y,N,O,O,O,O,O,4,0,0,0,12.86,0
308267,1,41,F,Y,N,F,G,Y,O,O,4,0,120140,0,14.65,14.65
240016,1,35,F,Y,N,F,P,Y,O,O,2,0,121518,0,40.48,40.48
240121,1,56,F,Y,N,F,S,Y,O,O,2,0,121653,0,17.95,17.95
685791,1,61,M,Y,N,F,P,Y,O,O,7,0,121577,0,22.21,22.21
960775,2,59,F,Y,N,O,O,O,O,O,2,0,0,0,9.67,0
417838,2,13,F,N,N,O,O,O,S,O,4,0,0,120372,7.82,0
686116,2,33,M,Y,N,F,M,Y,O,O,2,0,120116,0,21.85,21.85
762675,2,37,M,Y,N,F,P,9,O,O,3,0,0,0,33.01,0
328282,2,67,F,Y,N,O,O,O,O,O,2,0,0,0,17.19,0
289358,3,6,M,N,N,O,O,O,S,O,0,0,0,0,13.91,0
597955,1,40,M,Y,N,F,P,9,O,O,2,0,0,0,25.93,0
429581,2,20,M,Y,P,O,O,O,S,O,0,0,0,121090,24.1,0
873287,1,62,F,Y,N,P,P,N,O,O,4,0,120082,0,14.94,14.94
479536,1,70,F,Y,N,O,O,O,O,O,4,0,0,0,13.82,0
778315,3,5,M,N,N,O,O,O,O,O,0,0,0,0,23.7,0
649328,1,40,M,Y,O,O,O,O,S,O,0,0,0,120082,32.57,0
426989,1,42,M,Y,N,F,M,Y,O,O,2,0,120789,0,20.68,20.68
409786,1,23,M,Y,N,F,S,Y,O,O,2,0,120069,0,48.06,48.06
4408174,2,50,M,Y,N,F,M,9,O,N,0,0,0,0,26.03,0
220885,1,61,F,Y,N,P,S,Y,O,O,2,0,0,0,11.07,0
4440668,3,31,M,Y,N,F,M,9,O,O,2,0,0,0,40.96,0
934671,3,56,M,9,N,F,P,9,O,N,0,0,0,0,49.46,0
242686,1,52,M,Y,N,J,9,Y,O,O,2,0,120798,0,15.68,15.68
714122,3,20,F,Y,N,O,O,O,S,O,2,0,0,121156,19.66,0
558499,2,29,F,Y,N,F,G,Y,O,O,2,0,120005,0,34,34
719170,3,8,F,N,N,O,O,O,S,O,0,0,0,0,34.45,0
719215,3,10,M,N,N,O,O,O,S,O,0,0,0,0,19.55,0
239744,3,11,M,N,N,O,O,O,S,O,2,0,0,121988,15.49,0
435386,1,51,F,Y,N,F,P,Y,O,O,3,0,122139,0,26.15,26.15
369202,2,42,M,Y,N,F,P,Y,O,O,2,0,120284,0,64.19,64.19
625005,1,39,F,Y,N,F,G,Y,O,O,3,0,121064,0,21.9,21.9
366626,1,46,F,Y,N,F,G,Y,O,O,3,0,120932,0,17.18,17.18
636913,2,28,F,Y,N,F,P,Y,O,O,2,0,120664,0,15.72,15.72
636936,1,70,M,Y,N,P,S,Y,O,O,4,0,120285,0,11.28,11.28
316211,2,33,F,Y,N,F,P,9,O,O,4,0,0,0,23.14,0
4472849,1,45,F,Y,N,O,O,O,O,O,0,0,0,0,22.63,0
632997,1,37,F,N,N,P,G,Y,O,O,2,0,121593,0,23.85,23.85
354939,3,15,M,N,N,O,O,O,S,O,4,0,0,121882,16.59,0
652040,2,58,M,Y,N,F,M,Y,O,O,2,0,121862,0,14.22,14.22
294218,2,59,F,Y,N,F,P,N,O,O,2,0,120924,0,15.39,15.39
564384,4,4,F,N,N,O,O,O,O,O,0,0,0,0,18.1,0
323500,3,37,F,Y,N,F,G,Y,O,O,2,0,121862,0,27.78,27.78
353518,3,16,M,N,N,O,O,O,S,O,2,0,0,121394,52.6,0
606611,5,11,M,N,N,O,O,O,S,O,2,0,0,120372,40.32,0
575097,1,31,F,Y,N,F,P,N,O,O,2,0,120924,0,27.2,27.2
144848,3,77,F,Y,N,O,O,O,O,O,0,0,0,0,13.29,0
438906,2,34,M,Y,N,F,S,Y,O,O,4,0,0,0,47.51,0
5508220,1,44,M,Y,N,J,P,Y,O,O,6,0,120694,0,10.02,10.02
655630,1,53,M,Y,N,F,S,Y,O,O,2,0,121668,0,14.44,14.44
748701,1,26,M,Y,N,F,M,9,O,O,4,0,0,0,17.2,0
634188,1,53,M,Y,N,F,M,Y,O,O,2,0,121862,0,31.56,31.56
302687,1,50,M,Y,N,F,M,9,O,O,8,0,0,0,67.82,0
851874,1,62,F,Y,N,F,S,Y,O,O,4,0,121408,0,16.99,16.99
852026,1,42,M,Y,N,F,M,Y,O,O,2,0,122132,0,38.63,38.63
304030,3,27,F,Y,N,F,S,Y,O,O,2,0,121073,0,24.26,24.26
852919,1,60,M,Y,N,F,P,N,O,O,2,1,120018,0,9.83,9.83
437063,1,27,F,Y,N,F,P,9,O,9,4,0,0,0,33.05,0
656317,2,33,M,9,O,F,M,Y,O,O,2,0,120108,0,21.77,21.77
855929,1,38,F,Y,N,F,P,Y,O,O,5,0,120139,0,13.63,13.63
224079,4,30,F,N,N,P,P,Y,O,O,2,0,121027,0,28.15,28.15
657358,1,31,M,Y,N,F,P,Y,O,O,5,0,122107,0,26.59,26.59
313412,2,50,F,Y,N,F,P,Y,O,O,2,0,120009,0,20.47,20.47
313414,1,59,M,Y,N,F,P,N,O,O,4,0,0,0,22.58,0
281926,1,69,F,Y,N,P,S,N,O,O,4,0,121276,0,13.59,13.59
294677,2,61,M,Y,N,F,P,Y,O,O,3,0,120334,0,18.17,18.17
5503913,5,3,M,N,N,O,O,O,O,O,0,0,0,0,34.26,0
461524,3,14,M,N,N,O,O,O,S,O,2,0,0,121675,27.13,0
318972,1,57,F,Y,N,H,P,Y,O,O,0,0,121785,0,22.54,22.54
306755,1,51,M,Y,N,F,P,Y,O,O,4,0,121649,0,26.41,26.41
320528,2,51,M,Y,N,F,M,Y,O,O,2,0,121515,0,9.41,9.41
328368,1,47,F,Y,N,F,P,Y,O,O,2,0,120007,0,4.62,4.62
339159,1,68,M,Y,N,F,P,Y,O,O,4,0,120402,0,15.91,15.91
356839,1,64,M,Y,N,J,S,Y,O,O,0,0,121714,0,23.34,23.34
367530,1,26,M,Y,N,F,M,Y,O,O,3,0,120010,0,25.67,25.67
630889,2,21,F,Y,N,F,S,Y,O,O,2,0,120942,0,83.92,83.92
631148,1,35,F,Y,N,F,P,N,O,O,2,0,121706,0,22.35,22.35
593101,1,57,M,Y,N,F,P,Y,O,O,4,0,122070,0,28.61,28.61
662601,1,38,M,Y,O,F,S,N,O,9,0,0,121313,0,23.89,23.89
323820,2,54,M,Y,N,F,G,Y,O,O,4,0,120950,0,15.92,15.92
323820,4,28,M,N,N,H,M,Y,O,O,2,0,122047,0,15.92,15.92
796454,1,42,M,Y,N,F,P,Y,O,O,2,0,121340,0,35.19,35.19
932630,3,26,M,N,O,F,S,N,O,O,2,0,120941,0,29.64,29.64
742609,2,54,F,Y,N,F,G,Y,O,O,2,0,121256,0,21.35,21.35
184213,1,53,F,Y,N,P,S,9,O,O,4,0,0,0,6.42,0
955958,2,38,F,Y,N,J,G,9,O,O,2,0,121634,0,27.26,27.26
557405,1,46,M,Y,N,F,P,Y,O,O,2,0,120502,0,4.81,4.81
4446773,3,8,F,N,N,O,O,O,S,O,0,0,0,0,12.36,0
793421,2,29,F,N,N,O,O,O,O,O,0,0,0,0,51.25,0
4401250,2,55,M,Y,N,F,M,Y,O,O,2,0,0,0,34.39,0
326357,1,48,M,Y,N,F,P,Y,O,O,6,0,120361,0,23.6,23.6
227430,3,19,M,Y,N,O,O,O,S,O,2,2,0,120082,34.2,0
670773,1,63,F,Y,N,H,P,9,O,O,4,0,120061,0,9.92,9.92
660099,1,28,M,Y,N,F,P,N,O,O,4,0,121920,0,33.71,33.71
824770,1,45,M,Y,N,F,M,Y,O,O,4,0,0,0,5.99,0
433625,1,33,F,Y,N,F,G,Y,O,O,2,0,120941,0,17.76,17.76
318145,3,11,M,N,N,O,O,O,S,O,2,0,0,120791,16.59,0
326885,2,43,F,Y,N,F,P,Y,O,O,2,0,120036,0,41.42,41.42
376512,2,44,M,Y,N,F,P,Y,O,O,3,0,0,0,18.27,0
850276,1,52,F,Y,N,F,P,Y,O,O,4,0,120945,0,21.14,21.14
850276,2,47,M,Y,N,F,P,Y,O,O,4,0,121873,0,21.14,21.14
319096,1,54,M,Y,N,F,S,Y,O,O,2,0,121192,0,17.67,17.67
537098,4,14,M,N,N,O,O,O,S,O,2,0,0,121635,15.99,0
377699,1,71,M,Y,N,H,M,Y,O,O,6,0,121733,0,11.16,11.16
275500,2,37,M,Y,N,P,M,Y,O,O,2,0,120384,0,29.32,29.32
686392,1,38,M,Y,N,F,P,Y,O,O,2,0,121156,0,39.74,39.74
324541,2,49,M,Y,N,H,M,Y,O,O,2,0,122065,0,35.35,35.35
866755,1,36,M,Y,N,F,P,Y,O,O,2,0,121862,0,28.96,28.96
691860,1,68,M,Y,N,P,P,Y,O,O,2,0,120036,0,16.5,16.5
206390,1,49,F,Y,N,H,G,Y,O,O,2,0,121372,0,10.65,10.65
881497,2,28,F,Y,N,F,G,Y,O,O,2,0,121230,0,23.16,23.16
786956,1,60,F,Y,N,F,S,Y,O,O,4,0,121147,0,9.77,9.77
218724,5,56,M,Y,N,F,S,9,O,O,4,0,0,0,27.14,0
194070,1,38,M,Y,N,F,P,Y,O,O,2,0,121287,0,22.35,22.35
535934,2,54,F,Y,N,F,G,Y,O,O,2,0,121063,0,22.78,22.78
683617,1,52,M,Y,N,F,S,Y,O,O,4,0,121434,0,37.64,37.64
335213,1,61,M,N,N,F,S,N,O,N,2,2,121029,0,14.36,14.36
335216,1,66,M,Y,N,F,P,Y,O,Y,3,0,121193,0,22.79,22.79
228953,2,77,M,Y,N,P,P,Y,O,O,8,0,122104,0,17.65,17.65
328294,1,63,F,Y,N,F,M,Y,O,9,2,0,120905,0,13.71,13.71
746559,2,38,M,Y,N,F,P,N,O,Y,0,0,120017,0,29.64,29.64
391780,1,50,M,Y,N,F,S,Y,O,O,7,0,122103,0,36.54,36.54
841390,1,40,F,Y,N,F,P,N,O,O,2,0,120945,0,29.34,29.34
684716,1,41,M,Y,N,F,M,Y,O,O,3,0,120108,0,37.91,37.91
327130,1,53,M,Y,N,F,P,Y,O,O,4,0,122132,0,25.13,25.13
882743,2,32,F,Y,N,F,P,N,O,O,3,0,121706,0,34.49,34.49
335216,2,61,F,Y,N,F,P,Y,O,N,3,0,122012,0,22.79,22.79
924426,2,61,M,Y,N,F,P,Y,O,O,1,0,120396,0,5.42,5.42
336875,1,55,M,Y,N,F,M,Y,O,N,2,0,121593,0,11.83,11.83
4409477,1,60,M,Y,N,F,P,Y,O,O,2,0,121082,0,17.94,17.94
346108,2,66,F,Y,N,P,P,Y,O,O,2,0,120895,0,9.55,9.55
328449,1,61,F,Y,N,F,G,Y,O,O,2,0,0,0,15.39,0
941173,2,45,M,Y,N,F,M,Y,O,O,5,0,0,0,29.97,0
959548,1,37,M,Y,N,F,M,Y,O,O,4,0,0,0,44,0
527817,2,33,F,Y,N,F,P,Y,O,O,3,0,0,0,47.47,0
357011,3,33,M,Y,N,F,P,Y,O,O,2,0,120954,0,17.43,17.43
585309,1,48,F,Y,N,F,S,N,O,O,5,0,120941,0,27.33,27.33
886826,1,26,F,Y,N,F,P,Y,O,O,3,0,121275,0,46.74,46.74
803004,1,41,F,Y,N,F,S,N,O,O,4,0,120025,0,5.8,5.8
869845,1,37,M,Y,N,F,P,Y,O,O,2,0,0,0,30.23,0
4422413,1,62,M,Y,N,F,P,Y,O,O,4,0,120344,0,10.21,10.21
568560,1,64,M,Y,N,J,P,9,O,O,2,0,121355,0,14.22,14.22
444270,2,28,F,Y,N,F,G,N,O,O,2,0,120040,0,6.78,6.78
341127,2,38,F,Y,N,P,S,9,O,O,4,0,0,0,24.19,0
4427339,1,57,M,Y,N,F,P,Y,O,O,2,0,0,0,6.56,0
655594,1,32,F,Y,N,P,M,9,O,O,2,0,0,0,63.23,0
211728,1,55,F,Y,N,J,G,Y,O,O,2,0,122109,0,24.51,24.51
211728,2,59,M,Y,N,F,M,Y,O,O,4,0,0,0,24.51,0
235870,1,52,M,Y,O,F,P,N,O,O,2,2,120025,0,16.86,16.86
249240,5,21,F,Y,N,P,S,Y,O,O,0,0,122120,0,34.72,34.72
531308,1,25,M,N,O,F,S,Y,O,O,2,2,121657,0,23.15,23.15
277355,3,25,M,Y,O,F,S,Y,O,O,2,2,121063,0,44.86,44.86
277512,1,47,F,Y,N,F,P,Y,O,O,2,0,122054,0,4.81,4.81
283027,4,27,F,Y,N,F,S,Y,O,O,3,0,120133,0,20.25,20.25
229019,2,33,F,N,N,P,G,N,O,O,0,0,121706,0,22.81,22.81
123913,1,55,F,Y,9,F,P,Y,O,O,2,0,121166,0,21.58,21.58
131403,1,34,M,Y,N,H,P,9,O,O,0,0,121499,0,44.78,44.78
998417,2,48,M,Y,N,F,M,Y,O,O,2,0,121256,0,17.58,17.58
327116,4,21,F,Y,N,P,S,Y,O,O,2,0,121679,0,24.89,24.89
643343,1,31,M,Y,N,F,G,N,O,O,6,0,121766,0,13.18,13.18
453860,1,66,M,Y,N,P,M,Y,O,O,12,0,0,0,9.75,0
734616,1,26,F,Y,N,F,P,N,O,9,2,0,0,0,4.92,0
143436,1,38,M,Y,N,F,G,N,O,N,0,0,120924,0,37.17,37.17
309151,1,69,M,Y,N,F,P,Y,O,N,5,0,120919,0,18.43,18.43
681953,1,29,M,Y,N,F,G,9,O,O,2,0,0,0,30.52,0
784597,2,39,F,Y,N,F,P,Y,O,O,3,0,121692,0,14.15,14.15
332811,2,64,M,Y,N,H,P,Y,O,O,0,0,122129,0,17,17
332815,3,33,M,Y,N,P,S,Y,O,O,0,0,120322,0,13.29,13.29
309077,2,51,M,N,N,F,P,Y,O,O,2,0,121084,0,12.76,12.76
681471,2,54,M,Y,N,F,P,Y,O,O,2,0,121159,0,25.29,25.29
224851,2,66,M,Y,N,F,M,Y,O,O,5,0,121758,0,11.16,11.16
323939,1,64,M,Y,N,F,S,Y,O,N,10,0,121073,0,12.37,12.37
337902,1,26,F,Y,N,F,S,Y,O,N,4,0,121581,0,21.61,21.61
337902,2,52,F,Y,N,F,S,Y,O,O,4,0,121178,0,21.61,21.61
328931,2,59,M,Y,N,F,P,Y,O,O,2,0,120401,0,17,17
350488,2,55,M,Y,N,F,M,Y,O,O,8,0,121873,0,31.51,31.51
212308,2,53,F,Y,N,H,P,Y,O,O,2,0,122035,0,12,12
331120,1,38,F,Y,N,P,P,Y,O,O,8,0,120137,0,8.6,8.6
330473,1,73,F,Y,N,P,P,Y,O,O,2,0,121393,0,11.79,11.79
318701,2,59,F,Y,N,F,S,Y,O,N,0,0,120012,0,20.38,20.38
334383,2,43,F,Y,N,F,P,N,O,O,2,0,0,0,28.76,0
225127,1,47,F,Y,N,P,P,Y,O,O,2,0,121583,0,4.85,4.85
225127,2,51,M,Y,N,F,M,Y,O,O,3,0,121884,0,4.85,4.85
309633,4,11,M,N,N,O,O,O,S,O,2,0,0,120019,16.88,0
920721,3,34,M,Y,N,P,M,9,O,O,4,0,0,0,20.21,0
340005,1,51,F,Y,N,F,S,Y,O,O,2,0,122130,0,42.72,42.72
592899,2,33,M,Y,N,F,S,Y,O,O,4,0,120933,0,22.91,22.91
926878,1,56,F,Y,N,F,S,Y,O,O,4,0,120331,0,41.03,41.03
868412,1,28,M,Y,N,F,P,Y,O,O,2,0,120964,0,16.91,16.91
632481,1,43,F,Y,N,H,S,9,O,O,2,0,121376,0,13.63,13.63
375751,2,30,M,Y,N,F,P,Y,O,O,2,0,120842,0,28.16,28.16
201859,1,52,M,Y,N,F,M,Y,O,O,2,0,120502,0,34.55,34.55
634728,2,57,M,Y,N,F,S,Y,O,O,2,0,120069,0,24.15,24.15
503956,1,30,M,N,N,H,M,Y,O,O,2,0,120785,0,26.95,26.95
542021,1,50,F,Y,N,F,G,Y,O,O,3,0,120023,0,30.63,30.63
322967,1,46,F,Y,N,F,P,N,O,O,4,0,120017,0,13.88,13.88
725325,2,28,F,Y,N,F,P,N,O,O,2,0,0,0,16.86,0
365769,1,72,F,Y,N,P,S,N,O,O,2,2,120055,0,21.98,21.98
329417,2,38,M,Y,N,F,M,Y,O,O,2,0,120108,0,21.08,21.08
162942,1,41,M,Y,N,P,M,Y,O,O,2,0,121956,0,68.24,68.24
4460099,2,28,F,Y,N,P,G,Y,O,O,0,0,122065,0,26.76,26.76
286869,1,37,M,Y,N,F,P,Y,O,O,4,0,120023,0,26.44,26.44
121765,2,39,F,Y,N,F,M,Y,O,O,2,0,0,0,18.59,0
468435,2,57,F,Y,N,F,M,9,O,O,2,0,0,0,32.7,0
470212,2,35,M,Y,N,F,M,9,O,O,2,0,0,0,22.18,0
472972,1,30,M,Y,N,F,P,Y,O,O,2,0,120988,0,27.07,27.07
331193,2,57,F,N,N,F,S,Y,O,N,2,0,121122,0,8.32,8.32
288193,2,63,M,Y,N,F,G,Y,O,O,4,0,120345,0,26.38,26.38
4438673,1,58,F,Y,N,F,P,N,O,O,2,0,0,0,17.59,0
240480,2,58,F,Y,N,F,P,N,O,O,2,0,0,0,10.3,0
281371,1,41,M,Y,N,F,P,Y,O,O,5,0,121875,0,7.97,7.97
285042,1,71,M,Y,N,J,P,9,O,O,0,0,121409,0,11.08,11.08
479707,1,40,M,Y,N,F,P,Y,O,O,2,0,0,0,25.25,0
480216,2,24,F,Y,N,F,P,Y,O,O,2,0,121518,0,28.92,28.92
701346,1,37,F,Y,N,P,S,Y,O,O,8,0,121939,0,28.59,28.59
701346,2,41,M,Y,N,F,P,N,O,O,2,0,121692,0,28.59,28.59
539392,2,43,M,Y,N,F,M,9,O,O,2,0,0,0,22.08,0
826221,1,30,M,Y,N,H,P,9,O,O,0,0,121415,0,10.28,10.28
487113,1,36,M,Y,N,F,S,Y,O,O,2,0,121574,0,38.47,38.47
870162,1,35,F,Y,N,F,P,N,O,O,4,0,120924,0,21.54,21.54
134612,1,39,M,Y,N,F,M,Y,O,O,7,0,0,0,64.02,0
484373,3,25,M,N,N,F,M,Y,O,O,2,0,121804,0,18.01,18.01
776680,1,34,M,Y,N,F,M,Y,O,O,2,0,0,0,43.69,0
135819,1,59,M,Y,N,F,P,Y,O,O,3,0,0,0,16.97,0
703079,1,49,M,Y,N,F,P,Y,O,O,2,0,120128,0,47.39,47.39
230527,1,65,M,Y,N,P,S,Y,O,O,2,0,120748,0,11.28,11.28
827531,1,52,F,N,N,P,S,Y,O,O,2,0,121160,0,27.07,27.07
837428,1,31,M,Y,N,F,P,N,O,O,2,0,120384,0,27.31,27.31
838831,1,39,M,Y,N,F,P,Y,O,O,4,0,120036,0,35.82,35.82
291373,3,25,F,Y,N,F,S,Y,O,O,4,0,120068,0,16.9,16.9
291373,2,57,M,Y,N,F,S,Y,O,O,2,0,0,0,16.9,0
841615,1,27,M,Y,N,F,P,N,O,O,2,0,121922,0,16.91,16.91
852919,2,57,F,Y,N,P,P,9,O,O,2,0,0,0,9.83,0
738876,1,40,M,Y,N,H,S,9,O,O,6,0,120403,0,53.38,53.38
738876,5,39,F,Y,N,H,G,9,O,O,2,0,120403,0,53.38,53.38
506976,1,57,F,Y,N,F,P,N,O,O,2,0,121158,0,18.29,18.29
464115,1,57,F,Y,N,F,P,N,O,N,1,0,121692,0,18.3,18.3
770450,2,36,F,Y,N,F,P,Y,O,O,2,0,120068,0,30.13,30.13
748360,2,40,M,Y,N,F,M,Y,O,O,2,0,0,0,25.54,0
236178,1,42,M,Y,N,F,M,Y,O,O,2,0,121652,0,28.74,28.74
235826,1,35,F,Y,N,F,S,Y,O,N,3,0,0,0,26.16,0
202722,2,61,F,Y,N,F,G,Y,O,O,2,0,121019,0,12.6,12.6
294604,1,48,F,Y,N,F,M,Y,O,O,3,0,121847,0,32.21,32.21
796301,1,38,F,Y,O,F,P,Y,O,O,3,1,121873,0,21.99,21.99
148560,2,47,M,Y,N,F,S,Y,O,O,2,0,0,0,20.65,0
203733,1,60,M,Y,N,F,P,Y,O,O,2,0,0,0,14.18,0
244286,1,60,F,Y,N,F,S,Y,O,O,9,0,0,0,13.17,0
587220,2,44,F,Y,N,F,P,Y,O,O,3,0,121830,0,4.58,4.58
154014,1,36,F,Y,N,F,P,N,O,O,2,0,120017,0,11.47,11.47
154014,2,31,M,Y,N,F,P,N,O,O,2,0,120017,0,11.47,11.47
154909,1,59,M,Y,N,F,P,Y,O,O,5,0,120295,0,10.35,10.35
218142,2,44,M,Y,N,F,S,Y,O,O,2,0,121518,0,19.96,19.96
633947,1,24,F,Y,P,F,P,Y,O,O,2,0,120402,0,33.07,33.07
643493,2,28,M,Y,9,F,P,Y,O,O,2,0,120335,0,43.8,43.8
213235,1,49,F,Y,N,F,P,Y,O,O,4,0,122004,0,30.09,30.09
328613,1,52,F,Y,N,F,P,Y,O,O,2,0,120941,0,13.88,13.88
328613,2,52,M,Y,N,F,P,Y,O,O,2,0,121922,0,13.88,13.88
356230,1,44,F,Y,N,F,P,N,O,O,4,0,120342,0,12.52,12.52
223076,1,54,F,Y,N,F,P,Y,O,O,2,0,121090,0,12.57,12.57
203739,1,56,F,Y,N,F,P,Y,O,N,3,0,121862,0,12.44,12.44
206950,3,35,F,Y,N,F,S,N,O,N,0,0,121583,0,19.13,19.13
203623,1,48,F,Y,N,F,S,Y,O,N,2,0,0,0,36.74,0
223516,1,47,M,Y,N,F,S,Y,O,O,3,0,120121,0,11.64,11.64
223516,2,49,F,Y,N,F,S,Y,O,O,2,0,120121,0,11.64,11.64
232251,1,52,F,Y,N,P,S,N,O,O,3,0,120040,0,5.97,5.97
329780,1,39,F,Y,N,P,P,N,O,O,2,0,0,0,40.87,0
347797,1,76,M,Y,N,H,M,Y,O,O,7,0,120328,0,15.68,15.68
236130,1,31,F,Y,N,F,P,N,O,O,6,0,0,0,29.79,0
660337,1,52,F,Y,N,F,P,Y,O,O,2,0,121873,0,10.32,10.32
664452,1,41,M,Y,N,F,P,Y,O,O,2,0,120073,0,67.89,67.89
249530,2,40,M,Y,N,F,9,Y,O,O,3,0,121125,0,25.4,25.4
161691,1,48,M,Y,N,F,M,Y,O,O,2,0,120955,0,11.9,11.9
161691,2,46,F,Y,N,H,G,9,O,O,0,0,121761,0,11.9,11.9
362099,2,50,F,Y,N,F,P,Y,O,O,5,0,122097,0,18.25,18.25
249992,2,53,F,Y,N,F,G,Y,O,N,0,0,120432,0,27.36,27.36
378440,2,67,F,Y,N,J,S,9,O,O,2,0,120022,0,12.81,12.81
176370,2,57,M,Y,N,F,M,Y,O,O,2,0,120396,0,5.02,5.02
176500,1,53,F,Y,N,F,P,N,O,O,4,0,121692,0,46.98,46.98
477530,1,54,F,Y,N,F,P,Y,O,O,2,0,121922,0,24.63,24.63
128948,1,56,M,Y,N,P,M,9,O,O,2,0,0,0,8.43,0
276898,1,63,F,Y,N,J,M,9,O,O,0,0,120206,0,42.04,42.04
582692,4,18,M,N,N,O,O,O,O,O,0,0,0,0,32.67,0
586279,2,35,M,Y,N,F,M,9,O,O,2,0,0,0,17.53,0
447987,1,57,F,Y,N,F,P,Y,O,O,2,0,121799,0,12.25,12.25
289176,3,22,M,Y,N,F,M,Y,O,O,2,0,121267,0,33.79,33.79
499759,2,33,M,Y,N,F,M,Y,O,O,3,0,121190,0,43.23,43.23
553516,2,47,M,Y,N,F,M,Y,O,O,3,0,120896,0,35.2,35.2
220245,2,37,F,Y,N,F,P,Y,O,O,3,0,122134,0,72.81,72.81
578150,1,39,M,Y,N,F,P,Y,O,O,2,0,121318,0,13.64,13.64
582483,1,65,M,Y,9,F,M,Y,O,N,2,0,120338,0,7.15,7.15
4422557,1,38,F,Y,N,F,S,Y,O,O,4,0,121972,0,9.88,9.88
105861,1,52,M,Y,N,F,M,Y,O,O,2,0,0,0,18.78,0
192852,4,24,F,Y,N,F,S,Y,O,O,2,0,120138,0,28.04,28.04
491732,2,30,F,Y,N,F,P,Y,O,O,2,0,122043,0,25.24,25.24
795646,1,41,M,Y,N,F,P,Y,O,O,5,0,120366,0,15.64,15.64
795808,1,57,M,Y,N,F,M,Y,O,O,2,0,120502,0,15.39,15.39
396592,1,38,F,Y,N,F,G,Y,O,O,3,0,120370,0,9.93,9.93
396592,2,39,M,Y,N,F,P,Y,O,O,7,0,121202,0,9.93,9.93
413476,2,32,M,Y,N,F,P,Y,O,O,2,0,121862,0,17.67,17.67
419193,1,36,F,Y,N,F,P,Y,O,O,4,0,120902,0,15.67,15.67
424711,2,57,M,Y,N,F,P,Y,O,O,2,0,121995,0,16.27,16.27
431305,1,33,M,Y,N,F,S,Y,O,O,3,0,120942,0,14,14
486162,1,32,F,Y,N,F,S,Y,O,O,2,0,121961,0,24.92,24.92
806769,1,30,M,Y,N,F,P,Y,O,O,2,0,121925,0,22.18,22.18
820930,1,55,M,Y,N,F,S,Y,O,O,5,0,120028,0,20.56,20.56
820930,2,55,M,Y,N,F,M,Y,O,O,6,0,120980,0,20.56,20.56
809988,1,41,M,Y,N,F,P,Y,O,O,2,0,0,0,20.39,0
730760,1,47,M,Y,N,F,P,Y,O,O,2,0,120331,0,6.13,6.13
4453820,2,58,M,Y,N,H,P,Y,O,O,0,0,120997,0,38.49,38.49
276210,1,44,F,Y,N,F,P,Y,O,O,2,0,120132,0,9.43,9.43
